Semaine,Date,N°. ZONE,NameZONE,N°. Atelier,NameAtelier _x,Obj Abs,Tx. Abs ,Obj. Polyvalence,Tx. Polyvalence,Obj Safety,# d'accident Avec Arrêt ,Réf Produit,DésignationProduit,QtéProduite_x,QtéLivrée_x,NbrDéfaut.Int,Qtérebut.Int,QtéRéclamée ,ObjNQ.Int,ObjDPU,ObjNQ.Ext,ObjPPM.Int,ObjPPM.Client,TxNQ.Int,DPU,TxNQExt,PPMRebut.Int,PPM.Client,QtéProduite_y,QtéLancéePDP,QtéEng.Client ,QtéLivrée_y,ObjOTP,ObjOTD,OTD,OTP ,QtéProduite,QtéLivrée,Tpsd'ouv. Nette (s),TpsSTD.Unitaire (s),TpsPointée.NetProduit (s) ,Hr.Badgées (s),ETP.théo,ETP.Réel,OBJEFF.NET,OBJEFF.BRUT,Efficience Nette,Efficience Brute,NameAtelier _y,N°. Unité ,Unité ,NameUnit,Site,NameSite
S34,21-Aug,ZONE.8,ASS_PSA,ATEL.3,ATELIER.ASS ,3%,2.3%,80%,87%,0,0,M32,Siwtch de Commande,672,572,3,3,0,1.50%,1.80%,0.40%,15000,4000.0,0.45%,0%,0.00%," 4,464    ", -      ,672,739,572,572,99%,94%,100.0%,91%,672,572,25740,293,226163,231660,7.6,8.8,85%,78%,87%,85%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.8,ASS_PSA,ATEL.3,ATELIER.ASS ,3%,2.3%,80%,87%,0,0,PPE21,Push Start/ Stop ,1074,974,7,7,0,1.50%,1.80%,0.40%,15000,4000.0,0.65%,1%,0.00%," 6,518    ", -      ,1074,1181,974,974,99%,94%,100.0%,91%,1074,974,25740,215,265167,283140,9.0,10.3,85%,78%,87%,81%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.8,ASS_PSA,ATEL.3,ATELIER.ASS ,3%,2.3%,80%,87%,0,0,90VU,Rack 90VU_A321. Neo ,427,0,6,6,2,1.50%,1.80%,0.40%,15000,4000.0,1.41%,1%,0.00%," 14,052    ", -      ,427,431,0,0,99%,94%,100.0%,99%,427,0,25740,767,376349,386100,12.7,14.6,85%,78%,87%,85%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.9,ASS_A321.Neo,ATEL.3,ATELIER.ASS ,3%,3.0%,80%,83%,0,0,SF1.PPE21,Push Start/ Stop (INJ),568,0,11,11,0,1.50%,1.80%,,15000,,1.94%,2%,," 19,366    ",,568,573,0,0,99%,96%,,99%,568,0,25740,231,161938,180180,5.1,6.3,85%,78%,81%,73%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.9,ASS_A321.Neo,ATEL.3,ATELIER.ASS ,3%,3.0%,80%,83%,0,0,SF1.90VU,Rack 90VU_A321. Neo (INJ),635,0,1,1,0,1.50%,1.80%,,15000,,0.16%,0%,," 1,575    ",,635,698,0,0,99%,96%,,91%,635,0,25740,280,219663,231660,6.9,8.5,85%,78%,81%,77%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.9,ASS_A321.Neo,ATEL.3,ATELIER.ASS ,3%,3.0%,80%,83%,0,0,SF2.M32,Siwtch de Commande (IR),851,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,851,936,0,0,99%,96%,,91%,851,0,25740,307,322119,334620,10.1,12.5,85%,78%,81%,78%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.9,ASS_A321.Neo,ATEL.3,ATELIER.ASS ,3%,3.0%,80%,83%,0,0,SF2.PPE21,Push Start/ Stop (IR),861,0,3,3,0,1.50%,1.80%,,15000,,0.35%,0%,," 3,484    ",,861,878,0,0,99%,96%,,98%,861,0,25740,287,304858,308880,9.6,11.8,85%,78%,81%,80%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.9,ASS_A321.Neo,ATEL.3,ATELIER.ASS ,3%,3.0%,80%,83%,0,0,SF2.90VU,Rack 90VU_A321. Neo (IR),1106,0,2,2,0,1.50%,1.80%,,15000,,0.18%,0%,," 1,808    ",,1106,1216,0,0,99%,96%,,91%,1106,0,25740,273,372763,386100,11.7,14.5,85%,78%,81%,78%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.9,ASS_A321.Neo,ATEL.3,ATELIER.ASS ,3%,3.0%,80%,83%,0,0,SF3.M32,Siwtch de Commande (ASS),728,0,1,1,0,1.50%,1.80%,,15000,,0.14%,0%,," 1,374    ",,728,800,0,0,99%,96%,,91%,728,0,25740,227,189782,205920,6.4,7.4,85%,78%,87%,80%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.9,ASS_A321.Neo,ATEL.3,ATELIER.ASS ,3%,3.0%,80%,83%,0,0,SF3.PPE21,Push Start/ Stop (ASS),788,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,788,866,0,0,99%,96%,,91%,788,0,25740,227,205423,205920,6.9,8.0,85%,78%,87%,87%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.9,ASS_A321.Neo,ATEL.3,ATELIER.ASS ,3%,3.0%,80%,83%,0,0,SF3.90VU,Rack 90VU_A321. Neo (ASS),577,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,577,646,0,0,99%,96%,,89%,577,0,25740,407,269797,283140,9.1,10.5,85%,78%,87%,83%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.9,ASS_A321.Neo,ATEL.3,ATELIER.ASS ,3%,3.0%,80%,83%,0,0,M32,Siwtch de Commande,672,572,3,3,0,1.50%,1.80%,0.40%,15000,4000.0,0.45%,0%,0.00%," 4,464    ", -      ,672,739,572,572,99%,94%,100.0%,91%,672,572,25740,293,226163,231660,7.6,8.8,85%,78%,87%,85%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.9,ASS_A321.Neo,ATEL.3,ATELIER.ASS ,3%,3.0%,80%,83%,0,0,PPE21,Push Start/ Stop ,1074,974,7,7,0,1.50%,1.80%,0.40%,15000,4000.0,0.65%,1%,0.00%," 6,518    ", -      ,1074,1181,974,974,99%,94%,100.0%,91%,1074,974,25740,215,265167,283140,9.0,10.3,85%,78%,87%,81%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.9,ASS_A321.Neo,ATEL.3,ATELIER.ASS ,3%,3.0%,80%,83%,0,0,90VU,Rack 90VU_A321. Neo ,427,0,6,6,2,1.50%,1.80%,0.40%,15000,4000.0,1.41%,1%,0.00%," 14,052    ", -      ,427,431,0,0,99%,94%,100.0%,99%,427,0,25740,767,376349,386100,12.7,14.6,85%,78%,87%,85%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.10,FIN_MQB,ATEL.4,ATELIER.FIN,3%,2.5%,80%,85%,0,0,SF1.PPE21,Push Start/ Stop (INJ),568,0,11,11,0,1.50%,1.80%,,15000,,1.94%,2%,," 19,366    ",,568,573,0,0,99%,96%,,99%,568,0,25740,231,161938,180180,5.1,6.3,85%,78%,81%,73%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.10,FIN_MQB,ATEL.4,ATELIER.FIN,3%,2.5%,80%,85%,0,0,SF1.90VU,Rack 90VU_A321. Neo (INJ),635,0,1,1,0,1.50%,1.80%,,15000,,0.16%,0%,," 1,575    ",,635,698,0,0,99%,96%,,91%,635,0,25740,280,219663,231660,6.9,8.5,85%,78%,81%,77%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.10,FIN_MQB,ATEL.4,ATELIER.FIN,3%,2.5%,80%,85%,0,0,SF2.M32,Siwtch de Commande (IR),851,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,851,936,0,0,99%,96%,,91%,851,0,25740,307,322119,334620,10.1,12.5,85%,78%,81%,78%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.10,FIN_MQB,ATEL.4,ATELIER.FIN,3%,2.5%,80%,85%,0,0,SF2.PPE21,Push Start/ Stop (IR),861,0,3,3,0,1.50%,1.80%,,15000,,0.35%,0%,," 3,484    ",,861,878,0,0,99%,96%,,98%,861,0,25740,287,304858,308880,9.6,11.8,85%,78%,81%,80%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.10,FIN_MQB,ATEL.4,ATELIER.FIN,3%,2.5%,80%,85%,0,0,SF2.90VU,Rack 90VU_A321. Neo (IR),1106,0,2,2,0,1.50%,1.80%,,15000,,0.18%,0%,," 1,808    ",,1106,1216,0,0,99%,96%,,91%,1106,0,25740,273,372763,386100,11.7,14.5,85%,78%,81%,78%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.10,FIN_MQB,ATEL.4,ATELIER.FIN,3%,2.5%,80%,85%,0,0,SF3.M32,Siwtch de Commande (ASS),728,0,1,1,0,1.50%,1.80%,,15000,,0.14%,0%,," 1,374    ",,728,800,0,0,99%,96%,,91%,728,0,25740,227,189782,205920,6.4,7.4,85%,78%,87%,80%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.10,FIN_MQB,ATEL.4,ATELIER.FIN,3%,2.5%,80%,85%,0,0,SF3.PPE21,Push Start/ Stop (ASS),788,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,788,866,0,0,99%,96%,,91%,788,0,25740,227,205423,205920,6.9,8.0,85%,78%,87%,87%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.10,FIN_MQB,ATEL.4,ATELIER.FIN,3%,2.5%,80%,85%,0,0,SF3.90VU,Rack 90VU_A321. Neo (ASS),577,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,577,646,0,0,99%,96%,,89%,577,0,25740,407,269797,283140,9.1,10.5,85%,78%,87%,83%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.10,FIN_MQB,ATEL.4,ATELIER.FIN,3%,2.5%,80%,85%,0,0,M32,Siwtch de Commande,672,572,3,3,0,1.50%,1.80%,0.40%,15000,4000.0,0.45%,0%,0.00%," 4,464    ", -      ,672,739,572,572,99%,94%,100.0%,91%,672,572,25740,293,226163,231660,7.6,8.8,85%,78%,87%,85%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.10,FIN_MQB,ATEL.4,ATELIER.FIN,3%,2.5%,80%,85%,0,0,PPE21,Push Start/ Stop ,1074,974,7,7,0,1.50%,1.80%,0.40%,15000,4000.0,0.65%,1%,0.00%," 6,518    ", -      ,1074,1181,974,974,99%,94%,100.0%,91%,1074,974,25740,215,265167,283140,9.0,10.3,85%,78%,87%,81%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.10,FIN_MQB,ATEL.4,ATELIER.FIN,3%,2.5%,80%,85%,0,0,90VU,Rack 90VU_A321. Neo ,427,0,6,6,2,1.50%,1.80%,0.40%,15000,4000.0,1.41%,1%,0.00%," 14,052    ", -      ,427,431,0,0,99%,94%,100.0%,99%,427,0,25740,767,376349,386100,12.7,14.6,85%,78%,87%,85%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.11,FIN_PSA,ATEL.4,ATELIER.FIN,3%,3.0%,80%,81%,0,0,SF1.PPE21,Push Start/ Stop (INJ),568,0,11,11,0,1.50%,1.80%,,15000,,1.94%,2%,," 19,366    ",,568,573,0,0,99%,96%,,99%,568,0,25740,231,161938,180180,5.1,6.3,85%,78%,81%,73%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.11,FIN_PSA,ATEL.4,ATELIER.FIN,3%,3.0%,80%,81%,0,0,SF1.90VU,Rack 90VU_A321. Neo (INJ),635,0,1,1,0,1.50%,1.80%,,15000,,0.16%,0%,," 1,575    ",,635,698,0,0,99%,96%,,91%,635,0,25740,280,219663,231660,6.9,8.5,85%,78%,81%,77%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.11,FIN_PSA,ATEL.4,ATELIER.FIN,3%,3.0%,80%,81%,0,0,SF2.M32,Siwtch de Commande (IR),851,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,851,936,0,0,99%,96%,,91%,851,0,25740,307,322119,334620,10.1,12.5,85%,78%,81%,78%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.11,FIN_PSA,ATEL.4,ATELIER.FIN,3%,3.0%,80%,81%,0,0,SF2.PPE21,Push Start/ Stop (IR),861,0,3,3,0,1.50%,1.80%,,15000,,0.35%,0%,," 3,484    ",,861,878,0,0,99%,96%,,98%,861,0,25740,287,304858,308880,9.6,11.8,85%,78%,81%,80%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.11,FIN_PSA,ATEL.4,ATELIER.FIN,3%,3.0%,80%,81%,0,0,SF2.90VU,Rack 90VU_A321. Neo (IR),1106,0,2,2,0,1.50%,1.80%,,15000,,0.18%,0%,," 1,808    ",,1106,1216,0,0,99%,96%,,91%,1106,0,25740,273,372763,386100,11.7,14.5,85%,78%,81%,78%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.11,FIN_PSA,ATEL.4,ATELIER.FIN,3%,3.0%,80%,81%,0,0,SF3.M32,Siwtch de Commande (ASS),728,0,1,1,0,1.50%,1.80%,,15000,,0.14%,0%,," 1,374    ",,728,800,0,0,99%,96%,,91%,728,0,25740,227,189782,205920,6.4,7.4,85%,78%,87%,80%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.11,FIN_PSA,ATEL.4,ATELIER.FIN,3%,3.0%,80%,81%,0,0,SF3.PPE21,Push Start/ Stop (ASS),788,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,788,866,0,0,99%,96%,,91%,788,0,25740,227,205423,205920,6.9,8.0,85%,78%,87%,87%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.11,FIN_PSA,ATEL.4,ATELIER.FIN,3%,3.0%,80%,81%,0,0,SF3.90VU,Rack 90VU_A321. Neo (ASS),577,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,577,646,0,0,99%,96%,,89%,577,0,25740,407,269797,283140,9.1,10.5,85%,78%,87%,83%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.11,FIN_PSA,ATEL.4,ATELIER.FIN,3%,3.0%,80%,81%,0,0,M32,Siwtch de Commande,672,572,3,3,0,1.50%,1.80%,0.40%,15000,4000.0,0.45%,0%,0.00%," 4,464    ", -      ,672,739,572,572,99%,94%,100.0%,91%,672,572,25740,293,226163,231660,7.6,8.8,85%,78%,87%,85%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.11,FIN_PSA,ATEL.4,ATELIER.FIN,3%,3.0%,80%,81%,0,0,PPE21,Push Start/ Stop ,1074,974,7,7,0,1.50%,1.80%,0.40%,15000,4000.0,0.65%,1%,0.00%," 6,518    ", -      ,1074,1181,974,974,99%,94%,100.0%,91%,1074,974,25740,215,265167,283140,9.0,10.3,85%,78%,87%,81%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.11,FIN_PSA,ATEL.4,ATELIER.FIN,3%,3.0%,80%,81%,0,0,90VU,Rack 90VU_A321. Neo ,427,0,6,6,2,1.50%,1.80%,0.40%,15000,4000.0,1.41%,1%,0.00%," 14,052    ", -      ,427,431,0,0,99%,94%,100.0%,99%,427,0,25740,767,376349,386100,12.7,14.6,85%,78%,87%,85%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,4.2%,80%,85%,0,0,SF1.PPE21,Push Start/ Stop (INJ),568,0,11,11,0,1.50%,1.80%,,15000,,1.94%,2%,," 19,366    ",,568,573,0,0,99%,96%,,99%,568,0,25740,231,161938,180180,5.1,6.3,85%,78%,81%,73%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,4.2%,80%,85%,0,0,SF1.90VU,Rack 90VU_A321. Neo (INJ),635,0,1,1,0,1.50%,1.80%,,15000,,0.16%,0%,," 1,575    ",,635,698,0,0,99%,96%,,91%,635,0,25740,280,219663,231660,6.9,8.5,85%,78%,81%,77%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,4.2%,80%,85%,0,0,SF2.M32,Siwtch de Commande (IR),851,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,851,936,0,0,99%,96%,,91%,851,0,25740,307,322119,334620,10.1,12.5,85%,78%,81%,78%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,4.2%,80%,85%,0,0,SF2.PPE21,Push Start/ Stop (IR),861,0,3,3,0,1.50%,1.80%,,15000,,0.35%,0%,," 3,484    ",,861,878,0,0,99%,96%,,98%,861,0,25740,287,304858,308880,9.6,11.8,85%,78%,81%,80%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,4.2%,80%,85%,0,0,SF2.90VU,Rack 90VU_A321. Neo (IR),1106,0,2,2,0,1.50%,1.80%,,15000,,0.18%,0%,," 1,808    ",,1106,1216,0,0,99%,96%,,91%,1106,0,25740,273,372763,386100,11.7,14.5,85%,78%,81%,78%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,4.2%,80%,85%,0,0,SF3.M32,Siwtch de Commande (ASS),728,0,1,1,0,1.50%,1.80%,,15000,,0.14%,0%,," 1,374    ",,728,800,0,0,99%,96%,,91%,728,0,25740,227,189782,205920,6.4,7.4,85%,78%,87%,80%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,4.2%,80%,85%,0,0,SF3.PPE21,Push Start/ Stop (ASS),788,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,788,866,0,0,99%,96%,,91%,788,0,25740,227,205423,205920,6.9,8.0,85%,78%,87%,87%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,4.2%,80%,85%,0,0,SF3.90VU,Rack 90VU_A321. Neo (ASS),577,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,577,646,0,0,99%,96%,,89%,577,0,25740,407,269797,283140,9.1,10.5,85%,78%,87%,83%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,4.2%,80%,85%,0,0,M32,Siwtch de Commande,672,572,3,3,0,1.50%,1.80%,0.40%,15000,4000.0,0.45%,0%,0.00%," 4,464    ", -      ,672,739,572,572,99%,94%,100.0%,91%,672,572,25740,293,226163,231660,7.6,8.8,85%,78%,87%,85%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,4.2%,80%,85%,0,0,PPE21,Push Start/ Stop ,1074,974,7,7,0,1.50%,1.80%,0.40%,15000,4000.0,0.65%,1%,0.00%," 6,518    ", -      ,1074,1181,974,974,99%,94%,100.0%,91%,1074,974,25740,215,265167,283140,9.0,10.3,85%,78%,87%,81%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,21-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,4.2%,80%,85%,0,0,90VU,Rack 90VU_A321. Neo ,427,0,6,6,2,1.50%,1.80%,0.40%,15000,4000.0,1.41%,1%,0.00%," 14,052    ", -      ,427,431,0,0,99%,94%,100.0%,99%,427,0,25740,767,376349,386100,12.7,14.6,85%,78%,87%,85%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,22-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,79%,0,1,SF1.PPE21,Push Start/ Stop (INJ),618,0,1,1,0,1.50%,1.80%,,15000,,0.16%,0%,," 1,618    ",,618,679,0,0,99%,96%,,91%,618,0,25740,231,164090,180180,5.5,6.4,85%,78%,87%,79%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,22-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,79%,0,1,SF1.90VU,Rack 90VU_A321. Neo (INJ),783,0,1,1,0,1.50%,1.80%,,15000,,0.13%,0%,," 1,277    ",,783,861,0,0,99%,96%,,91%,783,0,25740,280,252180,257400,8.5,9.8,85%,78%,87%,85%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,22-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,79%,0,1,SF2.M32,Siwtch de Commande (IR),724,0,1,1,0,1.50%,1.80%,,15000,,0.14%,0%,," 1,381    ",,724,796,0,0,99%,96%,,91%,724,0,25740,307,255148,257400,8.6,9.9,85%,78%,87%,86%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,22-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,79%,0,1,SF2.PPE21,Push Start/ Stop (IR),852,0,2,2,0,1.50%,1.80%,,15000,,0.23%,0%,," 2,347    ",,852,937,0,0,99%,96%,,91%,852,0,25740,287,280866,283140,9.5,10.9,85%,78%,87%,86%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,22-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,79%,0,1,SF2.90VU,Rack 90VU_A321. Neo (IR),0,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,0,0,0,0,99%,96%,,,0,0,25740,273,0,0,0.0,0.0,85%,78%,-,-,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,22-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,79%,0,1,SF3.M32,Siwtch de Commande (ASS),0,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,0,0,0,0,99%,96%,,,0,0,25740,227,0,0,0.0,0.0,85%,78%,-,-,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,22-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,79%,0,1,SF3.PPE21,Push Start/ Stop (ASS),356,0,12,1,0,1.50%,1.80%,,15000,,0.28%,3%,," 2,809    ",,356,391,0,0,99%,96%,,91%,356,0,25740,227,92806,102960,3.1,3.6,85%,78%,87%,78%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,22-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,79%,0,1,SF3.90VU,Rack 90VU_A321. Neo (ASS),724,0,1,1,0,1.50%,1.80%,,15000,,0.14%,0%,," 1,381    ",,724,796,0,0,99%,96%,,91%,724,0,25740,407,338532,360360,11.4,13.2,85%,78%,87%,82%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,22-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,79%,0,1,M32,Siwtch de Commande,852,752,1,4,0,1.50%,1.80%,0.40%,15000,4000.0,0.47%,0%,0.00%," 4,695    ", -      ,852,937,752,752,99%,94%,100.0%,91%,852,752,25740,293,286742,308880,9.7,11.1,85%,78%,87%,81%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,22-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,79%,0,1,PPE21,Push Start/ Stop ,816,716,5,0,0,1.50%,1.80%,0.40%,15000,4000.0,0.00%,1%,0.00%, -      , -      ,816,840,716,716,99%,94%,100.0%,97%,816,716,25740,215,201468,205920,6.8,7.8,85%,78%,87%,85%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,22-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,79%,0,1,90VU,Rack 90VU_A321. Neo ,873,773,6,1,0,1.50%,1.80%,0.40%,15000,4000.0,0.11%,1%,0.00%," 1,145    ", -      ,873,960,773,773,99%,94%,100.0%,91%,873,773,25740,767,769444,772200,26.0,29.9,85%,78%,87%,87%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,22-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,2.8%,80%,85%,0,0,SF1.PPE21,Push Start/ Stop (INJ),618,0,1,1,0,1.50%,1.80%,,15000,,0.16%,0%,," 1,618    ",,618,679,0,0,99%,96%,,91%,618,0,25740,231,164090,180180,5.5,6.4,85%,78%,87%,79%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,22-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,2.8%,80%,85%,0,0,SF1.90VU,Rack 90VU_A321. Neo (INJ),783,0,1,1,0,1.50%,1.80%,,15000,,0.13%,0%,," 1,277    ",,783,861,0,0,99%,96%,,91%,783,0,25740,280,252180,257400,8.5,9.8,85%,78%,87%,85%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
